kind,start,end,class,src,motivo
data,56396,56412,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,56428,56450,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,56456,56458,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,311460,311462,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,311526,311528,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,311536,311538,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,311574,311576,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,322082,322084,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,322598,322600,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,382602,382604,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,382638,382640,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,382974,382976,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,383132,383138,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,383848,383850,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,383986,383988,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384010,384012,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384078,384084,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384094,384096,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384106,384108,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384114,384120,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384130,384132,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384138,384144,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384150,384156,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384174,384180,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384210,384216,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384238,384240,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384250,384252,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384262,384264,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384298,384300,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384310,384312,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384358,384360,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384370,384372,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384430,384432,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384442,384444,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384454,384456,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384490,384492,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384514,384516,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384538,384540,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384550,384552,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384562,384564,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384586,384588,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384598,384600,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384610,384612,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384622,384624,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384634,384636,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384646,384648,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384658,384660,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384682,384684,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384706,384708,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384718,384720,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384730,384732,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384742,384744,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384754,384756,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384766,384768,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384778,384780,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384790,384792,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384802,384804,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384814,384816,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384826,384828,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384838,384840,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384850,384852,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384862,384864,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384970,384972,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384982,384984,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,384994,384996,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385006,385008,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385018,385020,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385042,385044,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385054,385056,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385090,385092,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385102,385104,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385114,385116,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385126,385128,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385138,385140,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385150,385152,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385162,385164,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385186,385188,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385198,385200,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385210,385212,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385222,385224,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385234,385236,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385246,385248,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385258,385260,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385270,385272,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385372,385374,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385386,385418,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385434,385436,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385446,385454,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385470,385472,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385494,385502,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385518,385520,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385562,385570,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385678,385680,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385702,385704,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385714,385716,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385892,385894,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,526704,526706,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
trap,0x6A3EA,0x6A3EA,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A4BA,0x6A4BA,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A4F6,0x6A4F6,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A59E,0x6A59E,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A5FE,0x6A5FE,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A682,0x6A682,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A766,0x6A766,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A84A,0x6A84A,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A8AA,0x6A8AA,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6A92E,0x6A92E,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6AB1A,0x6AB1A,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6AD06,0x6AD06,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
